to receive,receber,verb-regular,I receive a letter.,Eu recebo uma carta.,recebo|recebes|recebe|recebemos|recebeis|recebem,recebi|recebeste|recebeu|recebemos|recebestes|receberam,recebia|recebias|recebia|recebíamos|recebíeis|recebiam,receberei|receberás|receberá|receberemos|recebereis|receberão
to send,enviar,verb-regular,I send an email.,Eu envio um email.,envio|envias|envia|enviamos|enviais|enviam,enviei|enviaste|enviou|enviamos|enviastes|enviaram,enviava|enviavas|enviava|enviávamos|enviáveis|enviavam,enviarei|enviarás|enviará|enviaremos|enviareis|enviarão
to pay,pagar,verb-regular,I pay the bill.,Eu pago a conta.,pago|pagas|paga|pagamos|pagais|pagam,paguei|pagaste|pagou|pagamos|pagastes|pagaram,pagava|pagavas|pagava|pagávamos|pagáveis|pagavam,pagarei|pagarás|pagará|pagaremos|pagareis|pagarão
to cost,custar,verb-regular,How much does it cost?,Quanto custa?,custa|custas|custa|custamos|custais|custam,custei|custaste|custou|custamos|custastes|custaram,custava|custavas|custava|custávamos|custáveis|custavam,custarei|custarás|custará|custaremos|custareis|custarão
to save,poupar,verb-regular,I save money.,Eu poupo dinheiro.,poupo|poupas|poupa|poupamos|poupais|poupam,poupei|poupaste|poupou|poupamos|poupastes|pouparam,poupava|poupavas|poupava|poupávamos|poupáveis,poupavam,pouparei|pouparás|poupará|pouparemos|poupareis|pouparão
to spend,gastar,verb-regular,I spend too much.,Eu gasto demais.,gasto|gastas|gasta|gastamos|gastais|gastam,gastei|gastaste|gastou|gastamos|gastastes|gastaram,gastava|gastavas|gastava|gastávamos|gastáveis|gastavam,gastarei|gastarás|gastará|gastaremos|gastareis|gastarão
to earn,ganhar,verb-regular,I earn money.,Eu ganho dinheiro.,ganho|ganhas|ganha|ganhamos|ganhais|ganham,ganhei|ganhaste|ganhou|ganhamos|ganhastes|ganharam,ganhava|ganhavas|ganhava|ganhávamos|ganháveis|ganhavam,ganharei|ganharás|ganhará|ganharemos|ganhareis|ganharão
to lose,perder,verb-regular,I lose money.,Eu perco dinheiro.,perco|perdes|perde|perdemos|perdeis|perdem,perdi|perdeste|perdeu|perdemos|perdestes|perderam,perdia|perdias|perdia|perdíamos|perdíeis|perdiam,perderei|perderás|perderá|perderemos|perdereis|perderão
to win,ganhar,verb-regular,I win the game.,Eu ganho o jogo.,ganho|ganhas|ganha|ganhamos|ganhais|ganham,ganhei|ganhaste|ganhou|ganhamos|ganhastes|ganharam,ganhava|ganhavas|ganhava|ganhávamos|ganháveis|ganhavam,ganharei|ganharás|ganhará|ganharemos|ganhareis|ganharão
to change,mudar,verb-regular,I change my mind.,Eu mudo de ideias.,mudo|mudas|muda|mudamos|mudais|mudam,mudei|mudaste|mudou|mudamos|mudastes|mudaram,mudava|mudavas|mudava|mudávamos|mudáveis|mudavam,mudarei|mudarás|mudará|mudaremos|mudareis|mudarão
to choose,escolher,verb-regular,I choose this one.,Eu escolho este.,escolho|escolhes|escolhe|escolhemos|escolheis|escolhem,escolhi|escolheste|escolheu|escolhemos|escolhestes|escolheram,escolhia|escolhias|escolhia|escolhíamos|escolhíeis|escolhiam,escolherei|escolherás|escolherá|escolheremos|escolhereis|escolherão
to decide,decidir,verb-regular,I decide today.,Eu decido hoje.,decido|decides|decide|decidimos|decidis|decidem,decidi|decidiste|decidiu|decidimos|decidistes|decidiram,decidia|decidias|decidia|decidíamos|decidíeis|decidiam,decidirei|decidirás|decidirá|decidiremos|decidireis|decidirão
to prefer,preferir,verb-irregular,I prefer coffee.,Eu prefiro café.,prefiro|preferes|prefere|preferimos|preferis|preferem,preferi|preferiste|preferiu|preferimos|preferistes|preferiram,preferia|preferias|preferia|preferíamos|preferíeis|preferiam,preferirei|preferirás|preferirá|preferiremos|preferireis|preferirão
to promise,prometer,verb-regular,I promise you.,Eu prometo-te.,prometo|prometes|promete|prometemos|prometeis|prometem,prometi|prometeste|prometeu|prometemos|prometestes|prometeram,prometia|prometias|prometia|prometíamos|prometíeis|prometiam,prometerei|prometerás|prometerá|prometeremos|prometereis|prometerão
to hope,esperar,verb-regular,I hope so.,Eu espero que sim.,espero|esperas|espera|esperamos|esperais|esperam,esperei|esperaste|esperou|esperamos|esperastes|esperaram,esperava|esperavas|esperava|esperávamos|esperáveis|esperavam,esperarei|esperarás|esperará|esperaremos|esperareis|esperarão
to wish,desejar,verb-regular,I wish you well.,Eu desejo-te bem.,desejo|desejas|deseja|desejamos|desejais|desejam,desejei|desejaste|desejou|desejamos|desejastes|desejaram,desejava|desejavas|desejava|desejávamos|desejáveis|desejavam,desejarei|desejarás|desejará|desejaremos|desejareis|desejarão
to dream,sonhar,verb-regular,I dream at night.,Eu sonho à noite.,sonho|sonhas|sonha|sonhamos|sonhais|sonham,sonhei|sonhaste|sonhou|sonhamos|sonhastes|sonharam,sonhava|sonhavas|sonhava|sonhávamos|sonháveis|sonhavam,sonharei|sonharás|sonhará|sonharemos|sonhareis|sonharão
to allow,permitir,verb-irregular,I allow it.,Eu permito.,permito|permites|permite|permitimos|permitis|permitem,permiti|permitiste|permitiu|permitimos|permitistes|permitiram,permitia|permitias|permitia|permitíamos|permitíeis|permitiam,permitirei|permitirás|permitirá|permitiremos|permitireis|permitirão
to prohibit,proibir,verb-irregular,I prohibit smoking.,Eu proíbo fumar.,proíbo|proíbes|proíbe|proibimos|proibis|proíbem,proibi|proibiste|proibiu|proibimos|proibistes|proibiram,proibia|proibias|proibia|proibíamos|proibíeis|proibiam,proibirei|proibirás|proibirá|proibiremos|proibireis|proibirão
to accept,aceitar,verb-regular,I accept your offer.,Eu aceito a tua oferta.,aceito|aceitas|aceita|aceitamos|aceitais|aceitam,aceitei|aceitaste|aceitou|aceitamos|aceitastes|aceitaram,aceitava|aceitavas|aceitava|aceitávamos|aceitáveis|aceitavam,aceitarei|aceitarás|aceitará|aceitaremos|aceitareis|aceitarão
to refuse,recusar,verb-regular,I refuse.,Eu recuso.,recuso|recusas|recusa|recusamos|recusais|recusam,recusei|recusaste|recusou|recusamos|recusastes|recusaram,recusava|recusavas|recusava|recusávamos|recusáveis|recusavam,recusarei|recusarás|recusará|recusaremos|recusareis|recusarão
to agree,concordar,verb-regular,I agree with you.,Eu concordo contigo.,concordo|concordas|concorda|concordamos|concordais|concordam,concordei|concordaste|concordou|concordamos|concordastes|concordaram,concordava|concordavas|concordava|concordávamos|concordáveis|concordavam,concordarei|concordarás|concordará|concordaremos|concordareis|concordarão
to disagree,discordar,verb-regular,I disagree.,Eu discordo.,discordo|discordas|discorda|discordamos|discordais|discordam,discordei|discordaste|discordou|discordamos|discordastes|discordaram,discordava|discordavas|discordava|discordávamos|discordáveis|discordavam,discordarei|discordarás|discordará|discordaremos|discordareis|discordarão
to order,pedir,verb-irregular,I order food.,Eu peço comida.,peço|pedes|pede|pedimos|pedis|pedem,pedi|pediste|pediu|pedimos|pedistes|pediram,pedia|pedias|pedia|pedíamos|pedíeis|pediam,pedirei|pedirás|pedirá|pediremos|pedireis|pedirão
to request,solicitar,verb-regular,I request information.,Eu solicito informação.,solicito|solicitas|solicita|solicitamos|solicitais|solicitam,solicitei|solicitaste|solicitou|solicitamos|solicitastes|solicitaram,solicitava|solicitavas|solicitava|solicitávamos|solicitáveis|solicitavam,solicitarei|solicitarás|solicitará|solicitaremos|solicitareis|solicitarão
to recommend,recomendar,verb-regular,I recommend this book.,Eu recomendo este livro.,recomendo|recomer das|recomenda|recomendamos|recomendais|recomendam,recomendei|recomendaste|recomendou|recomendamos|recomendastes|recomendaram,recomendava|recomendavas|recomendava|recomendávamos|recomendáveis|recomendavam,recomendarei|recomendarás|recomendará|recomendaremos|recomendareis|recomendar ão
to suggest,sugerir,verb-irregular,I suggest we go.,Eu sugiro que vamos.,sugiro|sugeres|sugere|sugerimos|sugeris|sugerem,sugeri|sugeriste|sugeriu|sugerimos|sugeristes|sugeriram,sugeria|sugerias|sugeria|sugeríamos|sugeríeis|sugeriam,sugerirei|sugerirás|sugerirá|sugeriremos|sugerireis|sugerirão
to complain,queixar-se,verb-regular,I complain.,Eu queixo-me.,queixo|queixas|queixa|queixamos|queixais|queixam,queixei|queixaste|queixou|queixamos|queixastes|queixaram,queixava|queixavas|queixava|queixávamos|queixáveis|queixavam,queixarei|queixarás|queixará|queixaremos|queixareis|queixarão
to apologize,pedir desculpa,verb-irregular,I apologize.,Eu peço desculpa.,peço|pedes|pede|pedimos|pedis|pedem,pedi|pediste|pediu|pedimos|pedistes|pediram,pedia|pedias|pedia|pedíamos|pedíeis|pediam,pedirei|pedirás|pedirá|pediremos|pedireis|pedirão
to thank,agradecer,verb-regular,I thank you.,Eu agradeço-te.,agradeço|agradeces|agradece|agradecemos|agradeceis|agradecem,agradeci|agradeceste|agradeceu|agradecemos|agradecestes|agradeceram,agradecia|agradecias|agradecia|agradecíamos|agradecíeis|agradeciam,agradecerei|agradecerás|agradecerá|agradeceremos|agradecereis|agradecerão
to congratulate,felicitar,verb-regular,I congratulate you.,Eu felicito-te.,felicito|felicitas|felicita|felicitamos|felicitais|felicitam,felicitei|felicitaste|felicitou|felicitamos|felicitastes|felicitaram,felicitava|felicitavas|felicitava|felicitávamos|felicitáveis|felicitavam,felicitarei|felicitarás|felicitará|felicitaremos|felicitareis|felicitarão
to celebrate,celebrar,verb-regular,I celebrate my birthday.,Eu celebro o meu aniversário.,celebro|celebras|celebra|celebramos|celebrais|celebram,celebrei|celebraste|celebrou|celebramos|celebrastes|celebraram,celebrava|celebravas|celebrava|celebrávamos|celebráveis|celebravam,celebrarei|celebrarás|celebrará|celebraremos|celebrareis|celebrarão
to surprise,surpreender,verb-regular,It surprises me.,Surpreende-me.,surpreendo|surpreendes|surpreende|surpreendemos|surpreendeis|surpreendem,surpreendi|surpreendeste|surpreendeu|surpreendemos|surpreendestes|surpreenderam,surpreendia|surpreendias|surpreendia|surprendíamos|surpreendíeis|surpreendiam,surpreenderei|surpreenderás|surpreenderá|surpreenderemos|surpreendereis|surpreenderão
to impress,impressionar,verb-regular,It impresses me.,Impressiona-me.,impressiono|impressionas|impressiona|impressionamos|impressionais|impressionam,impressionei|impressionaste|impressionou|impressionamos|impressionastes|impressionaram,impressionava|impressionavas|impressionava|impressionávamos|impressionáveis|impressionavam,impressionarei|impressionarás|impressionará|impressionaremos|impressionareis|impressionarão
to worry,preocupar-se,verb-regular,I worry.,Eu preocupo-me.,preocupo|preocupas|preocupa|preocupamos|preocupais|preocupam,preocupei|preocupaste|preocupou|preocupamos|preocupastes|preocuparam,preocupava|preocupavas|preocupava|preocupávamos|preocupáveis|preocupavam,preocuparei|preocuparás|preocupará|preocuparemos|preocupareis|preocuparão
to relax,relaxar,verb-regular,I relax.,Eu relaxo.,relaxo|relaxas|relaxa|relaxamos|relaxais|relaxam,relaxei|relaxaste|relaxou|relaxamos|relaxastes|relaxaram,relaxava|relaxavas|relaxava|relaxávamos|relaxáveis|relaxavam,relaxarei|relaxarás|relaxará|relaxaremos|relaxareis|relaxarão
to rest,descansar,verb-regular,I rest.,Eu descanso.,descanso|descansas|descansa|descansamos|descansais|descansam,descansei|descansaste|descansou|descansamos|descansastes|descansaram,descansava|descansavas|descansava|descansávamos|descansáveis|descansavam,descansarei|descansarás|descansará|descansaremos|descansareis|descansarão
to tire,cansar,verb-regular,I get tired.,Eu canso-me.,canso|cansas|cansa|cansamos|cansais|cansam,cansei|cansaste|cansou|cansamos|cansastes|cansaram,cansava|cansavas|cansava|cansávamos|cansáveis|cansavam,cansarei|cansarás|cansará|cansaremos|cansareis|cansarão
to hurt,magoar,verb-regular,It hurts.,Magoa.,magoo|magoas|magoa|magoamos|magoais|magoam,magoei|magoaste|magoou|magoamos|magoastes|magoaram,magoava|magoavas|magoava|magoávamos|magoáveis|magoavam,magoarei|magoarás|magoará|magoaremos|magoareis|magoarão
to heal,curar,verb-regular,It heals.,Cura.,curo|curas|cura|curamos|curais|curam,curei|curaste|curou|curamos|curastes|curaram,curava|curavas|curava|curávamos|curáveis|curavam,curarei|curarás|curará|curaremos|curareis|curarão
to die,morrer,verb-regular,People die.,As pessoas morrem.,morro|morres|morre|morremos|morreis|morrem,morri|morreste|morreu|morremos|morrestes|morreram,morria|morrias|morria|morríamos|morríeis|morriam,morrerei|morrerás|morrerá|morreremos|morrereis|morrerão
to live,viver,verb-regular,I live happily.,Eu vivo feliz.,vivo|vives|vive|vivemos|viveis|vivem,vivi|viveste|viveu|vivemos|vivestes|viveram,vivia|vivias|vivia|vivíamos|vivíeis|viviam,viverei|viverás|viverá|viveremos|vivereis|viverão
to birth,nascer,verb-regular,I was born in Portugal.,Eu nasci em Portugal.,nasço|nasces|nasce|nascemos|nasceis|nascem,nasci|nasceste|nasceu|nascemos|nascestes|nasceram,nascia|nascias|nascia|nascíamos|nascíeis|nasciam,nascerei|nascerás|nascerá|nasceremos|nascereis|nascerão
to grow,crescer,verb-regular,Children grow.,As crianças crescem.,cresço|cresces|cresce|crescemos|cresceis|crescem,cresci|cresceste|cresceu|crescemos|crescestes|cresceram,crescia|crescias|crescia|crescíamos|crescíeis|cresciam,crescerei|crescerás|crescerá|cresceremos|crescereis|crescerão
important,importante,adjective,This is important.,Isto é importante.,,,
necessary,necessário,adjective,It's necessary.,É necessário.,,,
possible,possível,adjective,It's possible.,É possível.,,,
impossible,impossível,adjective,It's impossible.,É impossível.,,,
simple,simples,adjective,It's simple.,É simples.,,,
complex,complexo,adjective,It's complex.,É complexo.,,,
perfect,perfeito,adjective,It's perfect.,É perfeito.,,,
terrible,terrível,adjective,It's terrible.,É terrível.,,,
wonderful,maravilhoso,adjective,It's wonderful.,É maravilhoso.,,,
amazing,incrível,adjective,It's amazing.,É incrível.,,,
fantastic,fantástico,adjective,It's fantastic.,É fantástico.,,,
horrible,horrível,adjective,It's horrible.,É horrível.,,,
awful,terrível,adjective,It's awful.,É terrível.,,,
excellent,excelente,adjective,It's excellent.,É excelente.,,,
brilliant,brilhante,adjective,It's brilliant.,É brilhante.,,,
stupid,estúpido,adjective,That's stupid.,Isso é estúpido.,,,
intelligent,inteligente,adjective,He is intelligent.,Ele é inteligente.,,,
smart,esperto,adjective,She is smart.,Ela é esperta.,,,
clever,inteligente,adjective,That's clever.,Isso é inteligente.,,,
wise,sábio,adjective,He is wise.,Ele é sábio.,,,
foolish,tolo,adjective,That's foolish.,Isso é tolo.,,,
brave,corajoso,adjective,He is brave.,Ele é corajoso.,,,
afraid,com medo,expression,I am afraid.,Eu estou com medo.,,,
scared,assustado,adjective,I am scared.,Eu estou assustado.,,,
nervous,nervoso,adjective,I am nervous.,Eu estou nervoso.,,,
calm,calmo,adjective,Stay calm.,Fica calmo.,,,
angry,zangado,adjective,I am angry.,Eu estou zangado.,,,
furious,furioso,adjective,He is furious.,Ele está furioso.,,,
annoyed,irritado,adjective,I am annoyed.,Eu estou irritado.,,,
upset,chateado,adjective,She is upset.,Ela está chateada.,,,
worried,preocupado,adjective,I am worried.,Eu estou preocupado.,,,
anxious,ansioso,adjective,I am anxious.,Eu estou ansioso.,,,
excited,animado,adjective,I am excited.,Eu estou animado.,,,
bored,aborrecido,adjective,I am bored.,Eu estou aborrecido.,,,
surprised,surpreendido,adjective,I am surprised.,Eu estou surpreendido.,,,
shocked,chocado,adjective,I am shocked.,Eu estou chocado.,,,
confused,confuso,adjective,I am confused.,Eu estou confuso.,,,
sure,certo,adjective,I am sure.,Eu tenho a certeza.,,,
uncertain,incerto,adjective,I am uncertain.,Eu estou incerto.,,,
comfortable,confortável,adjective,I am comfortable.,Eu estou confortável.,,,
uncomfortable,desconfortável,adjective,I am uncomfortable.,Eu estou desconfortável.,,,
satisfied,satisfeito,adjective,I am satisfied.,Eu estou satisfeito.,,,
dissatisfied,insatisfeito,adjective,I am dissatisfied.,Eu estou insatisfeito.,,,
lucky,sortudo,adjective,I am lucky.,Eu sou sortudo.,,,
unlucky,azarado,adjective,I am unlucky.,Eu sou azarado.,,,
successful,bem-sucedido,adjective,He is successful.,Ele é bem-sucedido.,,,
proud,orgulhoso,adjective,I am proud.,Eu estou orgulhoso.,,,
ashamed,envergonhado,adjective,I am ashamed.,Eu estou envergonhado.,,,
jealous,ciumento,adjective,He is jealous.,Ele é ciumento.,,,
envious,invejoso,adjective,She is envious.,Ela é invejosa.,,,
generous,generoso,adjective,He is generous.,Ele é generoso.,,,
selfish,egoísta,adjective,He is selfish.,Ele é egoísta.,,,
kind,gentil,adjective,She is kind.,Ela é gentil.,,,
mean,maldoso,adjective,He is mean.,Ele é maldoso.,,,
polite,educado,adjective,He is polite.,Ele é educado.,,,
rude,mal-educado,adjective,He is rude.,Ele é mal-educado.,,,
honest,honesto,adjective,He is honest.,Ele é honesto.,,,
dishonest,desonesto,adjective,He is dishonest.,Ele é desonesto.,,,
sincere,sincero,adjective,She is sincere.,Ela é sincera.,,,
fake,falso,adjective,It's fake.,É falso.,,,
real,verdadeiro,adjective,It's real.,É verdadeiro.,,,
true,verdadeiro,adjective,It's true.,É verdade.,,,
false,falso,adjective,It's false.,É falso.,,,
correct,correto,adjective,That's correct.,Está correto.,,,
incorrect,incorreto,adjective,That's incorrect.,Está incorreto.,,,
near,perto,adverb,It's near.,É perto.,,,
far,longe,adverb,It's far.,É longe.,,,
close,próximo,adjective,It's close.,É próximo.,,,
distant,distante,adjective,It's distant.,É distante.,,,
left,esquerda,noun,Turn left.,Vira à esquerda.,,,
right,direita,noun,Turn right.,Vira à direita.,,,
straight,em frente,adverb,Go straight.,Vai em frente.,,,
back,atrás,adverb,Go back.,Volta atrás.,,,
forward,para a frente,adverb,Move forward.,Avança.,,,
up,para cima,adverb,Look up.,Olha para cima.,,,
down,para baixo,adverb,Look down.,Olha para baixo.,,,
inside,dentro,adverb,Come inside.,Entra.,,,
outside,fora,adverb,Go outside.,Vai para fora.,,,
above,acima,adverb,Above the table.,Acima da mesa.,,,
below,abaixo,adverb,Below the table.,Abaixo da mesa.,,,
between,entre,other,Between us.,Entre nós.,,,
among,entre,other,Among friends.,Entre amigos.,,,
behind,atrás de,other,Behind the door.,Atrás da porta.,,,
in front of,em frente de,other,In front of the house.,Em frente da casa.,,,
next to,ao lado de,other,Next to me.,Ao meu lado.,,,
beside,junto a,other,Beside you.,Junto a ti.,,,
near,perto de,other,Near the station.,Perto da estação.,,,
opposite,em frente a,other,Opposite the bank.,Em frente ao banco.,,,
in,em,other,In the box.,Na caixa.,,,
on,em,other,On the table.,Na mesa.,,,
under,debaixo de,other,Under the bed.,Debaixo da cama.,,,
over,sobre,other,Over the bridge.,Sobre a ponte.,,,
through,através de,other,Through the door.,Através da porta.,,,
across,do outro lado,other,Across the street.,Do outro lado da rua.,,,
along,ao longo de,other,Along the river.,Ao longo do rio.,,,
around,à volta de,other,Around the city.,À volta da cidade.,,,
towards,em direção a,other,Towards the beach.,Em direção à praia.,,,
from,de,other,From Portugal.,De Portugal.,,,
to,para,other,To Lisbon.,Para Lisboa.,,,
into,para dentro de,other,Into the room.,Para dentro do quarto.,,,
out of,para fora de,other,Out of the house.,Para fora da casa.,,,
with,com,other,With you.,Contigo.,,,
without,sem,other,Without you.,Sem ti.,,,
by,por,other,By car.,De carro.,,,
for,para,other,For you.,Para ti.,,,
about,sobre,other,About me.,Sobre mim.,,,
against,contra,other,Against the wall.,Contra a parede.,,,
during,durante,other,During the day.,Durante o dia.,,,
before,antes de,other,Before dinner.,Antes do jantar.,,,
after,depois de,other,After work.,Depois do trabalho.,,,
until,até,other,Until tomorrow.,Até amanhã.,,,
since,desde,other,Since Monday.,Desde segunda-feira.,,,
and,e,other,You and me.,Tu e eu.,,,
or,ou,other,Yes or no.,Sim ou não.,,,
but,mas,other,Small but nice.,Pequeno mas bonito.,,,
because,porque,other,Because I want to.,Porque eu quero.,,,
if,se,other,If possible.,Se possível.,,,
when,quando,other,When you want.,Quando quiseres.,,,
while,enquanto,other,While I work.,Enquanto eu trabalho.,,,
so,então,other,So what?,Então?,,,
therefore,portanto,other,Therefore I go.,Portanto eu vou.,,,
however,no entanto,other,However it's difficult.,No entanto é difícil.,,,
although,embora,other,Although it's late.,Embora seja tarde.,,,
unless,a menos que,other,Unless you want.,A menos que queiras.,,,
as,como,other,As you know.,Como sabes.,,,
than,do que,other,Better than before.,Melhor do que antes.,,,
like,como,other,Like this.,Como isto.,,,
such as,tal como,other,Such as coffee.,Tal como café.,,,
except,exceto,other,Everyone except me.,Todos exceto eu.,,,
besides,além de,other,Besides that.,Além disso.,,,
instead of,em vez de,other,Instead of water.,Em vez de água.,,,
according to,segundo,other,According to him.,Segundo ele.,,,
despite,apesar de,other,Despite the rain.,Apesar da chuva.,,,
regarding,relativamente a,other,Regarding this matter.,Relativamente a este assunto.,,,
concerning,relativamente a,other,Concerning your question.,Relativamente à tua pergunta.,,,
plus,mais,other,Two plus two.,Dois mais dois.,,,
minus,menos,other,Five minus three.,Cinco menos três.,,,
times,vezes,other,Two times three.,Dois vezes três.,,,
divided by,dividido por,other,Ten divided by two.,Dez dividido por dois.,,,
equals,é igual a,other,Two plus two equals four.,Dois mais dois é igual a quatro.,,,
percent,por cento,other,Fifty percent.,Cinquenta por cento.,,,
approximately,aproximadamente,adverb,Approximately ten.,Aproximadamente dez.,,,
exactly,exatamente,adverb,Exactly right.,Exatamente.,,,
almost,quase,adverb,Almost ready.,Quase pronto.,,,
nearly,quase,adverb,Nearly finished.,Quase acabado.,,,
quite,bastante,adverb,Quite good.,Bastante bom.,,,
really,realmente,adverb,Really good.,Realmente bom.,,,
actually,na verdade,adverb,Actually I don't know.,Na verdade não sei.,,,
certainly,certamente,adverb,Certainly yes.,Certamente sim.,,,
definitely,definitivamente,adverb,Definitely no.,Definitivamente não.,,,
probably,provavelmente,adverb,Probably tomorrow.,Provavelmente amanhã.,,,
possibly,possivelmente,adverb,Possibly later.,Possivelmente mais tarde.,,,
maybe,talvez,adverb,Maybe yes.,Talvez sim.,,,
perhaps,talvez,adverb,Perhaps not.,Talvez não.,,,
surely,com certeza,adverb,Surely you know.,Com certeza sabes.,,,
obviously,obviamente,adverb,Obviously yes.,Obviamente sim.,,,
clearly,claramente,adverb,Clearly wrong.,Claramente errado.,,,
apparently,aparentemente,adverb,Apparently so.,Aparentemente sim.,,,
fortunately,felizmente,adverb,Fortunately I won.,Felizmente ganhei.,,,
unfortunately,infelizmente,adverb,Unfortunately I lost.,Infelizmente perdi.,,,
luckily,felizmente,adverb,Luckily I arrived.,Felizmente cheguei.,,,
suddenly,de repente,adverb,Suddenly it rained.,De repente choveu.,,,
immediately,imediatamente,adverb,Come immediately.,Vem imediatamente.,,,
quickly,rapidamente,adverb,Walk quickly.,Anda rapidamente.,,,
slowly,lentamente,adverb,Drive slowly.,Conduz lentamente.,,,
carefully,cuidadosamente,adverb,Drive carefully.,Conduz cuidadosamente.,,,
easily,facilmente,adverb,I win easily.,Eu ganho facilmente.,,,
hardly,mal,adverb,I hardly know.,Eu mal sei.,,,
finally,finalmente,adverb,Finally arrived.,Finalmente chegou.,,,
recently,recentemente,adverb,I arrived recently.,Eu cheguei recentemente.,,,
lately,ultimamente,adverb,Lately I'm busy.,Ultimamente estou ocupado.,,,
soon,em breve,adverb,Coming soon.,Em breve.,,,
eventually,eventualmente,adverb,Eventually he came.,Eventualmente ele veio.,,,
meanwhile,entretanto,adverb,Meanwhile I wait.,Entretanto eu espero.,,,
currently,atualmente,adverb,Currently living here.,Atualmente vivo aqui.,,,
nowadays,hoje em dia,adverb,Nowadays it's different.,Hoje em dia é diferente.,,,
formerly,anteriormente,adverb,Formerly I lived there.,Anteriormente vivia lá.,,,
previously,previamente,adverb,Previously mentioned.,Previamente mencionado.,,,
afterwards,depois,adverb,Afterwards we left.,Depois saímos.,,,
later,mais tarde,adverb,See you later.,Até mais tarde.,,,
earlier,mais cedo,adverb,I arrived earlier.,Eu cheguei mais cedo.,,,
just now,agora mesmo,adverb,I arrived just now.,Eu cheguei agora mesmo.,,,
right now,neste momento,adverb,I'm busy right now.,Estou ocupado neste momento.,,,
at once,imediatamente,adverb,Leave at once.,Sai imediatamente.,,,
at first,no início,adverb,At first it was difficult.,No início era difícil.,,,
at last,finalmente,adverb,At last we arrived.,Finalmente chegámos.,,,
in the end,no fim,adverb,In the end we won.,No fim ganhámos.,,,
at the moment,neste momento,adverb,I'm working at the moment.,Estou a trabalhar neste momento.,,,
for a while,por um tempo,adverb,I lived there for a while.,Vivi lá por um tempo.,,,
for a long time,durante muito tempo,adverb,I waited for a long time.,Esperei durante muito tempo.,,,
once,uma vez,adverb,I went there once.,Fui lá uma vez.,,,
twice,duas vezes,adverb,I called twice.,Liguei duas vezes.,,,
again,outra vez,adverb,Say it again.,Diz outra vez.,,,
once more,mais uma vez,adverb,Try once more.,Tenta mais uma vez.,,,
anymore,mais,adverb,Not anymore.,Já não.,,,
no longer,já não,adverb,I no longer live there.,Já não vivo lá.,,,
still,ainda,adverb,Still here.,Ainda aqui.,,,
yet,ainda,adverb,Not yet.,Ainda não.,,,
even,até,adverb,Even better.,Até melhor.,,,
only,só,adverb,Only me.,Só eu.,,,
just,só,adverb,Just a moment.,Só um momento.,,,
enough,suficiente,adjective,That's enough.,É suficiente.,,,
too much,demais,adverb,Too much work.,Trabalho demais.,,,
too many,demasiados,adjective,Too many people.,Demasiadas pessoas.,,,
so much,tanto,adverb,So much to do.,Tanto para fazer.,,,
so many,tantos,adjective,So many questions.,Tantas perguntas.,,,
a little,um pouco,adverb,A little water.,Um pouco de água.,,,
a lot,muito,adverb,A lot of people.,Muita gente.,,,
much,muito,adverb,How much?,Quanto?,,,
many,muitos,adjective,How many?,Quantos?,,,
few,poucos,adjective,Few people.,Poucas pessoas.,,,
several,vários,adjective,Several times.,Várias vezes.,,,
some,alguns,adjective,Some people.,Algumas pessoas.,,,
any,qualquer,adjective,Any questions?,Alguma pergunta?,,,
no,nenhum,adjective,No problem.,Nenhum problema.,,,
all,todos,adjective,All people.,Todas as pessoas.,,,
every,cada,adjective,Every day.,Cada dia.,,,
each,cada,adjective,Each person.,Cada pessoa.,,,
both,ambos,adjective,Both hands.,Ambas as mãos.,,,
either,qualquer um,other,Either one.,Qualquer um.,,,
neither,nenhum dos dois,other,Neither one.,Nenhum dos dois.,,,
another,outro,adjective,Another day.,Outro dia.,,,
other,outro,adjective,The other one.,O outro.,,,
office,escritório,noun,I work in an office.,Eu trabalho num escritório.,,,
desk,secretária,noun,Clean desk.,Secretária limpa.,,,
chair,cadeira de escritório,noun,Comfortable chair.,Cadeira confortável.,,,
meeting,reunião,noun,I have a meeting.,Eu tenho uma reunião.,,,
appointment,consulta,noun,Doctor's appointment.,Consulta médica.,,,
contract,contrato,noun,Sign the contract.,Assina o contrato.,,,
document,documento,noun,Important document.,Documento importante.,,,
file,ficheiro,noun,The file is here.,O ficheiro está aqui.,,,
folder,pasta,noun,Yellow folder.,Pasta amarela.,,,
report,relatório,noun,Monthly report.,Relatório mensal.,,,
presentation,apresentação,noun,Good presentation.,Boa apresentação.,,,
project,projeto,noun,New project.,Projeto novo.,,,
business,negócio,noun,Good business.,Bom negócio.,,,
company,empresa,noun,Big company.,Empresa grande.,,,
customer,cliente,noun,Happy customer.,Cliente feliz.,,,
client,cliente,noun,Important client.,Cliente importante.,,,
colleague,colega,noun,My colleague.,O meu colega.,,,
boss,chefe,noun,My boss.,O meu chefe.,,,
employee,empregado,noun,Good employee.,Bom empregado.,,,
salary,salário,noun,Monthly salary.,Salário mensal.,,,
wage,ordenado,noun,Good wage.,Bom ordenado.,,,
bonus,bónus,noun,Christmas bonus.,Bónus de Natal.,,,
promotion,promoção,noun,I got a promotion.,Recebi uma promoção.,,,
interview,entrevista,noun,Job interview.,Entrevista de emprego.,,,
application,candidatura,noun,Job application.,Candidatura de emprego.,,,
resume,currículo,noun,My resume.,O meu currículo.,,,
